,S-node-span,SSE-added-span,SSE-added-wrong,SS-node-span,SSE-node-span
17482,288639.0,159415.0,0.0,129224.0,288639.0
17483,418693.0,221113.0,0.0,160793.0,381906.0
17484,1331451.0,1067403.0,0.0,264048.0,1331451.0
17485,1860275.0,957216.0,0.0,375202.0,1332418.0
17486,1163545.0,157036.0,105413.0,252897.0,409933.0
17487,1245940.0,587820.0,0.0,386965.0,974785.0
17488,1760497.0,1122479.0,0.0,239074.0,1361553.0
17489,642144.0,330800.0,0.0,113047.0,443847.0
17490,863189.0,267443.0,0.0,200546.0,467989.0
17491,199867.0,132195.0,0.0,36257.0,168452.0
17492,1110683.0,326330.0,0.0,749013.0,1075343.0
17493,3019962.0,1409637.0,0.0,1418162.0,2827799.0
17494,933403.0,460350.0,0.0,68293.0,528643.0
17495,1220380.0,360620.0,0.0,692170.0,1052790.0
17496,233211.0,124920.0,0.0,108291.0,233211.0
17497,799511.0,404901.0,0.0,293721.0,698622.0
17498,110063.0,104355.0,0.0,5708.0,110063.0
17499,485200.0,288247.0,246763.0,139258.0,427505.0
17500,711049.0,260915.0,0.0,303464.0,564379.0
17501,2018147.0,1037484.0,0.0,749957.0,1787441.0
17502,2600949.0,1085172.0,0.0,1388432.0,2473604.0
17503,578611.0,283978.0,0.0,9122.0,293100.0
17504,1289863.0,533697.0,0.0,207210.0,740907.0
17505,598275.0,436115.0,0.0,63388.0,499503.0
17506,1753883.0,1080557.0,0.0,250630.0,1331187.0
17507,2119308.0,587903.0,0.0,488372.0,1076275.0
17508,2705858.0,709477.0,0.0,397428.0,1106905.0
17509,4159684.0,1448901.0,0.0,286270.0,1735171.0
17510,358801.0,222074.0,137324.0,274051.0,496125.0
17511,310447.0,929822.0,628902.0,9527.0,939349.0
17512,7030378.0,3573657.0,77970.0,1469744.0,5043401.0
17513,1367878.0,888898.0,0.0,271688.0,1160586.0
17514,1942548.0,430206.0,0.0,984485.0,1414691.0
17515,3962304.0,2330553.0,0.0,1498606.0,3829159.0
17516,1870980.0,142609.0,0.0,1128040.0,1270649.0
17517,4722628.0,2560080.0,0.0,804344.0,3364424.0
17518,1289863.0,271994.0,0.0,446924.0,718918.0
17519,2525112.0,947067.0,0.0,1231009.0,2178076.0
17520,324762.0,55424.0,0.0,19960.0,75384.0
17521,403470.0,246500.0,0.0,46164.0,292664.0
17522,1158967.0,693480.0,0.0,252639.0,946119.0
17523,472900.0,289743.0,0.0,178336.0,468079.0
17524,665026.0,187772.0,0.0,200290.0,388062.0
17525,2689367.0,1424316.0,34313.0,804980.0,2229296.0
17526,758050.0,258710.0,0.0,188685.0,447395.0
17527,637051.0,173178.0,0.0,3045.0,176223.0
17528,210160.0,324644.0,238785.0,14691.0,339335.0
17529,2940961.0,560682.0,0.0,386855.0,947537.0
17530,219960.0,215483.0,87766.0,92243.0,307726.0
17531,2213715.0,798436.0,0.0,667588.0,1466024.0
17532,598571.0,63407.0,0.0,85395.0,148802.0
17533,1913021.0,323155.0,0.0,145889.0,469044.0
17534,1032223.0,226481.0,0.0,655274.0,881755.0
17535,1787676.0,401308.0,0.0,1197973.0,1599281.0
17536,4159684.0,1646106.0,0.0,117814.0,1763920.0
17537,676737.0,551412.0,0.0,125325.0,676737.0
17538,1242643.0,433778.0,0.0,149536.0,583314.0
17539,970721.0,181173.0,0.0,339801.0,520974.0
17540,2183216.0,829749.0,0.0,1313762.0,2143511.0
17541,1868375.0,172478.0,0.0,610787.0,783265.0
17542,4159684.0,1173426.0,0.0,590494.0,1763920.0
17543,797539.0,424105.0,0.0,161085.0,585190.0
17544,885546.0,516741.0,0.0,254225.0,770966.0
17545,506133.0,447611.0,0.0,58522.0,506133.0
17546,532131.0,359610.0,0.0,84661.0,444271.0
17547,401980.0,338477.0,0.0,63503.0,401980.0
17548,1013253.0,684973.0,117981.0,354291.0,1039264.0
17549,840562.0,175658.0,0.0,146923.0,322581.0
17550,2558945.0,789079.0,0.0,495702.0,1284781.0
17551,762616.0,276558.0,0.0,486058.0,762616.0
17552,532131.0,355588.0,0.0,88683.0,444271.0
17553,1076877.0,278891.0,0.0,248934.0,527825.0
17554,1222256.0,523096.0,0.0,189492.0,712588.0
17555,2436105.0,1531015.0,0.0,368739.0,1899754.0
17556,689787.0,486167.0,0.0,203620.0,689787.0
17557,1942548.0,396640.0,0.0,248885.0,645525.0
17558,558088.0,36298.0,0.0,11106.0,47404.0
17559,2950141.0,985660.0,0.0,364644.0,1350304.0
17560,1682258.0,307584.0,0.0,82445.0,390029.0
17561,494856.0,421861.0,0.0,47332.0,469193.0
17562,1521104.0,528798.0,0.0,646940.0,1175738.0
17563,797128.0,368341.0,68200.0,361240.0,729581.0
17564,1607647.0,1174379.0,0.0,433268.0,1607647.0
17565,1570927.0,264219.0,0.0,332391.0,596610.0
17566,1780910.0,946792.0,0.0,464941.0,1411733.0
