,Unnamed: 0,1e6,5e6,1e7,3e7,5e7
0,S-v-SS,0.0,0.0,0.0,0.0,0.0
1,S-v-SSE,0.0004559206709963,0.0002664762644623,0.0005143445399777,0.000500536391263,0.0006324432388785
2,S-v-I,0.0556623232391482,0.1263576211080737,0.1536822231505666,0.203165885385261,0.2196737750799667
3,S-v-IS,0.0284104105655784,0.0563517338095639,0.0701235946682673,0.0853596938720344,0.0885371361664064
4,S-v-ISE,0.0412768229396588,0.0895783769662076,0.116111228740224,0.1560052893561609,0.1656148284584547
5,S-v-IE,0.05965153775073295,0.13931432140550337,0.16595744793041722,0.21811605860029826,0.23655378239857272
